"","gene","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"239","FBgn0050069",1553.51023495601,-0.825504846644368,0.145430704050779,9.45522442648393e-10,5.54196006349477e-08
"240","FBgn0050147",973.928360811672,-0.932259050991825,0.100794982774879,1.46732091046285e-21,3.30067890210331e-19
"241","FBgn0050463",42.093388347849,2.52512113906455,0.351038721160592,4.15987646112344e-14,4.61635357145738e-12
"242","FBgn0051038",713.149257958899,-0.89433876469099,0.162099360544592,2.09616308621455e-09,1.16309102443758e-07
"243","FBgn0051092",153.065603475219,2.3012360198522,0.177546840770614,1.30950732784881e-39,1.08990294896856e-36
"244","FBgn0051195",924.936169233483,0.779998778108219,0.0978689209261532,1.44619282496759e-16,2.18848416040096e-14
"245","FBgn0051337",891.416092886071,-0.83984315676835,0.180483841913578,2.08309359451367e-07,7.91398299268888e-06
"246","FBgn0051363",7162.51092793587,0.88145497788252,0.137699003668208,1.34600488234405e-11,1.04699052670556e-09
"247","FBgn0051431",2283.72217226644,-0.707157911014996,0.103323947023041,6.54056639017726e-13,6.04857045171615e-11
"248","FBgn0051523",4596.16609844027,-0.76382246963583,0.163735228654565,2.19888642654271e-07,8.2438431207725e-06
"249","FBgn0051642",110.537870170146,1.95694012720373,0.245079065353445,6.21556523935512e-17,9.9484902859909e-15
"250","FBgn0051856",84.5636456296641,0.917537783802191,0.216155672972498,1.40044298882221e-06,4.38191240449895e-05
"251","FBgn0052135",240.708327074597,1.23725446751621,0.222303596520404,1.80619483028718e-09,1.02265031105308e-07
"252","FBgn0052407",187.056692286253,-2.16765872648259,0.19878911108811,1.10156995611461e-28,4.16743942942814e-26
"253","FBgn0052412",1088.29296393936,-0.637677674173297,0.102269318861053,4.2793592436576e-11,3.12430763025984e-09
"254","FBgn0052521",2732.84091761804,-0.865616551982633,0.177152696145652,6.03603253592415e-08,2.58958241219055e-06
"255","FBgn0052625",155.798966266562,1.53135147021594,0.244680945154586,2.57567662554845e-11,1.94885059585816e-09
"256","FBgn0052681",160.548780962032,-0.93820042220682,0.181348151886502,1.53390004512797e-08,7.17227532337086e-07
"257","FBgn0053307",1013.60990880891,-1.39281946627186,0.212159710530416,2.63289586884945e-12,2.2826658662952e-10
"258","FBgn0053516",706.246416594254,-0.745661334017867,0.122960625531461,1.06423213408433e-10,7.14322907418056e-09
"259","FBgn0063492",587.735380417937,0.766183854488787,0.116790724830919,4.94661208204341e-12,4.11706523588473e-10
"260","FBgn0063493",302.068415237205,0.791255031151557,0.187708060584687,1.94291702066904e-06,5.98902727654831e-05
"261","FBgn0063498",343.876460247736,-1.33122328455376,0.168192480097189,1.59119782899904e-16,2.36491777334982e-14
"262","FBgn0063649",646.206703234271,-1.28493013185616,0.129430480225643,1.84169136360533e-24,5.47442757831685e-22
"263","FBgn0063667",13.0518993653136,2.54836534154985,0.594896955013185,1.12849889129415e-06,3.59865757557134e-05
"264","FBgn0085359",68.610037631773,-4.81911023351467,0.489150866193298,3.54871126661534e-23,9.52771737807726e-21
"265","FBgn0085402",5318.52203576905,-0.545801972155717,0.115726998420595,2.64231074312885e-07,9.68808472029139e-06
"266","FBgn0086365",3446.9162597271,-0.500082607397901,0.111891485019849,1.05246991125542e-06,3.38212628238567e-05
"267","FBgn0086906",1128.12039949449,0.712344193617666,0.155010912040809,3.79243653367491e-07,1.32623736427632e-05
"268","FBgn0086910",87.0667848162797,1.74111919033814,0.248036414347535,1.10505435160803e-13,1.1791496626197e-11
"269","FBgn0087007",133.271978253871,1.03013492398716,0.237009993154195,8.69413554553545e-07,2.86013004527635e-05
"270","FBgn0250867",435.976602780338,0.779695935476034,0.174784448035025,6.80088404926726e-07,2.29165011911139e-05
"271","FBgn0250904",30.258560257514,1.7358405696888,0.376560778614541,1.91924230996537e-07,7.36122292435105e-06
"272","FBgn0259224",251.944680542466,1.06016305506538,0.211810792110035,3.53786045683047e-08,1.5746316888877e-06
"273","FBgn0259715",804.645238761246,-1.69609251763439,0.284181515023278,9.59651050165928e-11,6.49363877278945e-09
"274","FBgn0259749",1396.38874593679,-0.582233825905706,0.137540140293015,2.18953700756492e-06,6.57888682814541e-05
"275","FBgn0260011",89.2769721375591,2.32624333369708,0.27442911177572,9.10215313105967e-19,1.72175501158658e-16
"276","FBgn0260933",747.841707706492,0.574432928651398,0.122286533132095,2.97604558661066e-07,1.07694032249394e-05
"277","FBgn0260966",746.152600996254,-0.852986537163375,0.208479469194965,2.53961841532174e-06,7.4954766208237e-05
"278","FBgn0261015",434.540945708286,-1.06732023240178,0.215298501230826,4.091702190655e-08,1.79238091225377e-06
"279","FBgn0261238",912.604214590372,0.745470023099209,0.124385521801416,1.79852700126358e-10,1.15147232550129e-08
"280","FBgn0261278",999.205149063771,0.471209371016362,0.100031279698874,3.84717273800698e-07,1.33974973633607e-05
"281","FBgn0261284",51.0130239523776,2.23651069259766,0.295680152981487,2.4369092568017e-15,3.38039929072676e-13
"282","FBgn0261362",5796.36332524863,1.47735735052415,0.183221037557201,4.81328150104993e-17,8.01218838664771e-15
"283","FBgn0261552",5128.82302485314,-1.85731140581811,0.193538251900688,3.70090349723444e-23,9.62581868983821e-21
"284","FBgn0261560",1755.86868173783,-0.859773790775213,0.11864228053198,3.25771973425309e-14,3.66405423624168e-12
